Freelancer_ID,Job_Category,Platform,Experience_Level,Client_Region,Payment_Method,Job_Completed,Earnings_USD,Hourly_Rate,Job_Success_Rate,Client_Rating,Job_Duration_Days,Project_Type,Rehire_Rate,Marketing_Spend,z_score
939,Graphic Design,Upwork,Expert,Europe,PayPal,86,8481,78.1,55.89,4.62,50,Hourly,12.79,54,1.1838654648115157
940,SEO,Toptal,Beginner,UK,Bank Transfer,61,8380,83.13,78.83,4.67,79,Fixed,29.18,495,1.1493417998703794
941,Customer Support,PeoplePerHour,Beginner,USA,Mobile Banking,11,8661,97.37,63.7,3.66,7,Fixed,76.9,380,1.2453927884689864
942,Data Entry,Freelancer,Beginner,USA,Mobile Banking,116,353,41.79,77.71,4.39,63,Fixed,76.75,11,-1.594435016788053
943,Web Development,Upwork,Expert,Canada,Crypto,52,2212,34.42,82.57,4.54,15,Hourly,34.66,82,-0.9589944907922855
944,Content Writing,PeoplePerHour,Intermediate,UK,Mobile Banking,84,6536,7.91,91.49,4.31,89,Hourly,13.02,31,0.5190285508460677
945,Web Development,Fiverr,Intermediate,Europe,Crypto,37,4152,19.25,60.32,3.3,67,Fixed,22.54,407,-0.2958666691506561
946,Digital Marketing,Freelancer,Beginner,USA,Crypto,119,6924,58.39,50.55,4.75,30,Fixed,37.46,85,0.6516541151743936
947,Web Development,PeoplePerHour,Beginner,Australia,Crypto,7,1218,19.98,56.84,4.08,78,Fixed,76.34,450,-1.2987620447674295
948,App Development,PeoplePerHour,Beginner,Australia,PayPal,8,465,74.95,95.0,3.56,68,Fixed,19.88,231,-1.5561513487345155
949,SEO,Upwork,Beginner,Australia,PayPal,264,5293,8.54,93.69,3.85,36,Hourly,63.45,410,0.09414819914475575
950,Customer Support,Fiverr,Expert,Europe,Crypto,46,199,29.65,79.87,3.08,67,Fixed,17.61,444,-1.6470750603616668
951,Graphic Design,PeoplePerHour,Beginner,Europe,Crypto,13,6574,71.07,80.03,3.26,5,Fixed,78.69,274,0.5320176525070893
952,Web Development,Freelancer,Expert,Canada,Crypto,149,5949,29.27,83.25,4.53,25,Hourly,36.71,200,0.3183811120297603
953,Web Development,PeoplePerHour,Beginner,Asia,Mobile Banking,101,888,74.23,58.77,3.0,11,Fixed,64.27,50,-1.4115621381394594
954,Web Development,Toptal,Intermediate,Canada,Crypto,280,6194,99.61,95.72,3.83,72,Fixed,33.98,319,0.4021266358968733
955,Data Entry,Freelancer,Intermediate,Canada,Crypto,146,9938,80.72,70.94,4.05,66,Fixed,53.94,255,1.6818949679722652
956,Data Entry,Freelancer,Beginner,Middle East,Bank Transfer,282,9663,37.47,69.16,3.11,28,Fixed,23.44,240,1.5878948901622403
957,Digital Marketing,PeoplePerHour,Beginner,Australia,Bank Transfer,31,7516,90.56,75.95,4.95,60,Fixed,20.22,204,0.8540106463145196
958,Graphic Design,Upwork,Expert,Europe,Bank Transfer,47,1370,9.86,52.35,3.45,10,Fixed,75.66,385,-1.2468056381233432
959,Web Development,Freelancer,Beginner,Australia,Bank Transfer,135,1573,73.88,58.31,3.61,50,Hourly,74.24,419,-1.1774164897763066
960,Web Development,Toptal,Beginner,Canada,Crypto,220,5284,7.22,86.9,3.61,39,Fixed,72.12,476,0.0910718329618822
961,Web Development,Upwork,Beginner,Europe,Bank Transfer,98,6194,21.58,54.14,3.46,37,Hourly,53.78,383,0.4021266358968733
962,Web Development,Upwork,Intermediate,UK,Mobile Banking,12,602,98.82,80.16,3.0,63,Hourly,66.58,394,-1.5093222190618851
963,Data Entry,Upwork,Expert,USA,Mobile Banking,90,3806,39.28,62.27,4.46,61,Hourly,14.83,481,-0.4141358579589055
964,SEO,Freelancer,Intermediate,USA,Bank Transfer,142,3721,82.95,69.46,4.93,85,Hourly,33.44,195,-0.44319042746382226
965,SEO,Upwork,Expert,Canada,PayPal,250,531,40.73,64.43,3.45,38,Fixed,31.96,451,-1.5335913300601096
966,Digital Marketing,PeoplePerHour,Intermediate,Asia,Mobile Banking,25,649,84.8,67.78,4.33,33,Fixed,54.5,243,-1.49325675121799
967,App Development,Upwork,Beginner,Australia,Mobile Banking,269,7727,96.72,85.95,4.48,75,Fixed,34.92,319,0.926134342379666
968,Content Writing,Toptal,Intermediate,UK,Bank Transfer,152,9406,46.38,64.86,4.7,45,Fixed,20.4,0,1.5000475447179626
969,Graphic Design,Fiverr,Intermediate,Europe,Bank Transfer,188,9245,58.14,78.32,3.85,44,Hourly,51.75,88,1.4450147718910027
970,SEO,Toptal,Expert,Asia,Crypto,231,2032,64.72,73.8,3.61,1,Hourly,67.01,281,-1.0205218144497563
971,App Development,Freelancer,Expert,Australia,Mobile Banking,296,1684,93.81,83.18,3.65,53,Hourly,36.75,138,-1.139474640187533
972,Customer Support,Upwork,Intermediate,Canada,Bank Transfer,40,7880,29.39,96.84,4.43,47,Fixed,19.26,86,0.9784325674885161
973,Customer Support,Upwork,Expert,Australia,Bank Transfer,250,3047,63.07,86.63,4.63,33,Hourly,23.77,1,-0.6735760727145739
974,Web Development,PeoplePerHour,Expert,Canada,Crypto,77,736,35.85,60.75,3.36,67,Fixed,26.62,466,-1.4635185447835457
975,Customer Support,Upwork,Expert,Middle East,Mobile Banking,154,5579,25.61,51.56,3.74,15,Hourly,30.99,348,0.19190828006718152
976,SEO,Toptal,Expert,USA,Bank Transfer,5,1809,13.07,63.11,4.8,14,Fixed,55.0,167,-1.0967473320920673
977,Digital Marketing,Freelancer,Expert,Asia,Crypto,73,7073,63.97,79.75,4.61,23,Hourly,52.07,118,0.7025850664241888
978,Content Writing,Fiverr,Intermediate,USA,Bank Transfer,297,6258,88.8,52.57,4.97,54,Hourly,58.73,499,0.4240030176417518
979,SEO,Upwork,Expert,Australia,PayPal,234,7284,38.38,74.82,4.51,8,Fixed,35.38,387,0.7747087624893352
980,Digital Marketing,Fiverr,Beginner,UK,PayPal,215,2530,57.5,79.84,3.79,54,Hourly,67.68,79,-0.8502962189974205
981,Customer Support,Upwork,Intermediate,Europe,Bank Transfer,76,9579,66.0,66.71,4.18,36,Hourly,24.29,110,1.5591821391220873
982,Data Entry,Freelancer,Intermediate,Canada,Mobile Banking,100,7526,44.39,88.55,4.32,84,Fixed,42.83,164,0.8574288309621569
983,Content Writing,Toptal,Intermediate,Europe,PayPal,88,7820,90.82,55.33,3.16,52,Hourly,66.07,381,0.9579234596026925
984,Digital Marketing,Freelancer,Expert,USA,Crypto,232,164,39.46,53.76,4.09,6,Hourly,22.61,444,-1.6590387066283974
985,App Development,Fiverr,Beginner,UK,Bank Transfer,240,618,16.88,86.41,4.42,28,Hourly,17.69,218,-1.5038531236256654
986,SEO,Upwork,Expert,UK,Crypto,297,9795,18.68,74.77,3.33,50,Hourly,71.86,4,1.6330149275110524
987,Data Entry,Fiverr,Intermediate,Europe,PayPal,226,8001,89.63,84.42,4.56,38,Fixed,34.01,398,1.019792601724927
988,App Development,Toptal,Intermediate,USA,Mobile Banking,227,2739,98.86,71.74,4.17,30,Fixed,57.87,214,-0.7788561598618017
989,Digital Marketing,Freelancer,Intermediate,Europe,Crypto,285,4640,32.45,62.32,4.9,81,Hourly,11.77,496,-0.12905925834595763
990,Digital Marketing,Fiverr,Intermediate,Australia,PayPal,225,3390,18.64,90.96,3.08,73,Fixed,58.3,194,-0.5563323393006158
991,Customer Support,Fiverr,Expert,UK,PayPal,220,3038,50.81,89.97,3.53,54,Hourly,32.13,465,-0.6766524388974474
992,App Development,Toptal,Beginner,UK,PayPal,235,3201,72.41,84.73,4.2,71,Fixed,13.9,490,-0.62093602914096
993,SEO,Upwork,Beginner,Australia,Crypto,173,3065,63.18,63.61,3.59,46,Hourly,52.69,281,-0.6674233403488268
994,Content Writing,Fiverr,Intermediate,USA,PayPal,46,9063,95.36,79.51,4.43,28,Hourly,26.86,5,1.3828038113040044
995,Data Entry,Toptal,Beginner,UK,Bank Transfer,262,6395,82.69,68.05,4.52,17,Fixed,37.08,378,0.47083214731438233
996,Customer Support,Upwork,Intermediate,Asia,PayPal,200,3624,87.55,54.58,3.21,48,Hourly,15.64,299,-0.4763468185459037
997,Web Development,Upwork,Intermediate,Middle East,Bank Transfer,100,7888,56.46,95.87,4.03,44,Hourly,20.3,57,0.9811671152066259
998,Graphic Design,Freelancer,Beginner,Middle East,Mobile Banking,18,1658,36.09,56.84,4.02,60,Hourly,30.86,336,-1.14836192027139
999,Content Writing,Toptal,Intermediate,Middle East,Bank Transfer,117,609,71.66,97.51,3.74,60,Hourly,16.28,301,-1.506929489808539
1000,Customer Support,Upwork,Beginner,Canada,Mobile Banking,81,6671,46.71,72.3,4.87,5,Fixed,73.76,101,0.5651740435891708
1001,Data Entry,Freelancer,Intermediate,Asia,Mobile Banking,281,7176,32.34,59.26,4.66,69,Fixed,10.42,425,0.7377923682948526
1002,App Development,PeoplePerHour,Beginner,Canada,Bank Transfer,164,5615,19.47,77.1,4.39,78,Fixed,43.87,47,0.20421374479867566
1003,Digital Marketing,Toptal,Intermediate,USA,Mobile Banking,123,4485,55.15,93.65,4.43,70,Fixed,18.63,369,-0.18204112038433523
1004,App Development,PeoplePerHour,Beginner,Australia,Bank Transfer,165,5700,61.45,86.61,3.92,7,Hourly,31.54,410,0.2332683143035924
1005,Customer Support,Upwork,Intermediate,Europe,Crypto,150,8853,59.03,90.33,4.84,53,Hourly,74.82,275,1.311021933703622
1006,Data Entry,Toptal,Intermediate,Asia,Mobile Banking,167,1931,16.07,82.94,4.39,17,Hourly,21.32,453,-1.0550454793908925
1007,App Development,Freelancer,Intermediate,USA,Bank Transfer,183,4219,59.15,84.61,4.46,59,Hourly,77.61,370,-0.27296483201148647
1008,App Development,Upwork,Beginner,Europe,Mobile Banking,93,3913,21.0,92.46,4.72,9,Fixed,24.41,162,-0.3775612822291868
1009,Graphic Design,Toptal,Expert,USA,PayPal,227,7486,68.05,62.48,3.55,22,Fixed,61.91,331,0.8437560923716079
1010,SEO,Toptal,Intermediate,Canada,Bank Transfer,270,3758,45.79,74.47,4.61,45,Fixed,48.27,431,-0.43054314426756435
1011,Customer Support,PeoplePerHour,Intermediate,Middle East,PayPal,243,1759,85.63,61.06,3.39,73,Hourly,71.91,450,-1.1138382553302535
1012,Graphic Design,Upwork,Beginner,Australia,Mobile Banking,38,7910,78.94,99.38,3.69,59,Hourly,48.78,495,0.9886871214314279
1013,Customer Support,Freelancer,Intermediate,Canada,Mobile Banking,171,1742,73.82,97.2,3.67,80,Hourly,47.42,195,-1.119649169231237
1014,Web Development,Freelancer,Intermediate,Australia,Crypto,129,9487,71.57,51.97,4.96,13,Hourly,23.68,376,1.5277348403638245
1015,Web Development,Upwork,Intermediate,Asia,Bank Transfer,228,175,58.25,85.28,4.71,83,Fixed,21.64,435,-1.6552787035159964
1016,Graphic Design,Upwork,Intermediate,Europe,PayPal,154,1249,10.81,96.26,4.4,12,Fixed,74.15,364,-1.288165672359754
1017,Content Writing,Fiverr,Expert,USA,Crypto,193,6142,67.27,59.03,4.45,36,Fixed,32.95,323,0.3843520757291595
1018,Content Writing,PeoplePerHour,Expert,UK,Mobile Banking,47,2761,49.36,78.4,4.12,10,Hourly,36.05,131,-0.7713361536369997
1019,App Development,Upwork,Intermediate,UK,Mobile Banking,33,9232,49.61,95.77,4.89,16,Fixed,63.19,422,1.4405711318490744
1020,App Development,Upwork,Intermediate,Australia,Crypto,124,9763,41.01,51.7,3.99,19,Hourly,33.72,404,1.622076736638613
1021,Digital Marketing,Fiverr,Intermediate,Middle East,PayPal,35,6278,93.26,84.87,3.76,6,Fixed,76.64,491,0.43083938693702634
1022,Web Development,Fiverr,Expert,Middle East,Mobile Banking,185,6045,28.7,64.87,3.33,4,Fixed,61.65,65,0.35119568464707807
1023,Customer Support,Toptal,Expert,Australia,Mobile Banking,166,8232,35.08,96.22,4.57,30,Hourly,51.82,399,1.0987526670853478
1024,Digital Marketing,Freelancer,Beginner,Canada,Bank Transfer,132,5552,96.49,98.55,4.47,46,Hourly,71.66,390,0.1826791815185609
1025,Web Development,PeoplePerHour,Beginner,UK,Crypto,259,5810,81.96,97.21,3.77,27,Hourly,13.47,82,0.27086834542760235
1026,Graphic Design,Toptal,Intermediate,Canada,Mobile Banking,298,5632,6.34,73.71,3.05,45,Fixed,27.99,490,0.21002465869965903
1027,Content Writing,Upwork,Intermediate,Europe,PayPal,258,2548,91.08,93.1,4.68,85,Fixed,42.55,480,-0.8441434866316734
1028,App Development,Fiverr,Expert,UK,Bank Transfer,134,2615,26.53,92.23,3.02,37,Fixed,25.89,264,-0.8212416494925037
1029,Content Writing,Freelancer,Intermediate,Europe,Crypto,16,7039,72.06,65.96,4.41,9,Fixed,62.07,228,0.6909632386222222
1030,Graphic Design,Toptal,Intermediate,USA,PayPal,39,4840,57.54,91.45,4.94,61,Hourly,74.34,272,-0.060695565393212345
1031,Digital Marketing,Freelancer,Expert,Canada,Mobile Banking,202,5074,56.0,51.85,3.88,35,Fixed,39.66,218,0.01928995536149965
1032,Digital Marketing,Fiverr,Expert,Australia,Crypto,252,8357,73.2,79.81,3.47,47,Hourly,33.95,224,1.1414799751808136
1033,Data Entry,Toptal,Expert,UK,Crypto,114,1081,24.68,61.5,4.41,21,Fixed,77.31,112,-1.3455911744400602
1034,App Development,Toptal,Expert,Canada,PayPal,249,1291,20.11,56.03,4.63,17,Hourly,41.14,139,-1.2738092968396775
1035,App Development,Freelancer,Beginner,Australia,Crypto,254,1792,66.93,53.85,4.09,55,Hourly,44.23,184,-1.1025582459930505
1036,Customer Support,Fiverr,Expert,USA,PayPal,167,5759,32.61,84.81,4.93,88,Fixed,34.62,172,0.2534356037246523
1037,App Development,Upwork,Expert,UK,Mobile Banking,52,6049,97.53,66.99,3.1,6,Fixed,73.67,375,0.35256295850613295
1038,Web Development,Toptal,Intermediate,Europe,Bank Transfer,75,4140,47.89,86.24,4.01,35,Hourly,49.83,10,-0.2999684907278209
1039,Digital Marketing,Upwork,Intermediate,USA,PayPal,138,8210,15.6,53.27,4.44,50,Fixed,63.35,396,1.0912326608605458
1040,Graphic Design,Fiverr,Intermediate,Middle East,Bank Transfer,243,6933,70.15,65.76,4.73,37,Hourly,66.83,158,0.6547304813572672
1041,Digital Marketing,Toptal,Beginner,Australia,Crypto,72,5179,34.09,76.97,3.36,13,Fixed,33.93,204,0.055180894161690926
1042,Content Writing,Toptal,Expert,UK,PayPal,282,4453,19.12,89.54,4.6,25,Fixed,40.36,229,-0.19297931125677448
1043,Web Development,Upwork,Expert,UK,Mobile Banking,36,6627,45.17,65.94,4.11,1,Fixed,69.39,25,0.5501340311395668
1044,App Development,PeoplePerHour,Beginner,Asia,PayPal,127,4947,96.6,81.29,3.79,49,Fixed,35.43,318,-0.02412098966349361
1045,Customer Support,Upwork,Expert,Asia,PayPal,26,213,44.09,94.3,3.26,35,Fixed,65.58,158,-1.6422896018549746
1046,Customer Support,Upwork,Intermediate,USA,PayPal,159,3360,38.0,80.79,4.73,83,Hourly,75.87,277,-0.5665868932435275
1047,Customer Support,PeoplePerHour,Beginner,UK,Bank Transfer,114,3438,47.23,61.65,3.31,53,Fixed,53.62,389,-0.5399250529919568
1048,SEO,Fiverr,Expert,Australia,Bank Transfer,275,1045,6.15,51.22,3.62,52,Hourly,61.91,147,-1.3578966391715543
1049,Data Entry,Fiverr,Beginner,USA,Crypto,119,6211,17.64,93.5,3.58,54,Hourly,66.36,468,0.4079375497978566
1050,Web Development,Toptal,Beginner,Europe,Crypto,224,1927,85.72,51.06,4.74,76,Hourly,69.15,265,-1.0564127532499474
1051,Content Writing,Freelancer,Expert,USA,Crypto,234,8153,97.91,93.74,4.35,47,Fixed,37.65,82,1.0717490083690133
1052,App Development,Freelancer,Intermediate,USA,Crypto,256,3314,20.0,76.45,4.59,43,Hourly,13.59,418,-0.5823105426226589
1053,Content Writing,Toptal,Expert,Europe,PayPal,253,1398,55.87,96.95,3.5,20,Hourly,38.13,25,-1.2372347211099588
1054,Content Writing,Freelancer,Expert,Middle East,Bank Transfer,13,2301,96.8,89.94,4.25,33,Hourly,57.16,70,-0.9285726474283138
1055,App Development,Upwork,Intermediate,Asia,Bank Transfer,38,7340,19.88,99.9,4.14,16,Hourly,41.52,36,0.7938505965161038
1056,Content Writing,Upwork,Expert,Australia,Bank Transfer,232,9835,22.7,67.54,4.67,78,Hourly,62.43,391,1.6466876661016012
1057,Customer Support,PeoplePerHour,Expert,Middle East,Bank Transfer,77,8068,93.05,88.36,4.81,7,Hourly,34.99,132,1.0426944388640966
1058,Graphic Design,PeoplePerHour,Expert,Middle East,Crypto,216,6640,72.04,70.1,3.02,70,Fixed,54.43,427,0.5545776711814953
1059,Data Entry,Toptal,Beginner,Middle East,PayPal,76,7708,19.44,73.99,4.35,21,Hourly,23.05,483,0.9196397915491551
1060,SEO,Toptal,Beginner,Asia,Bank Transfer,62,482,42.38,81.38,3.1,36,Hourly,62.46,125,-1.5503404348335323
1061,Content Writing,Toptal,Beginner,Canada,Mobile Banking,224,5793,10.35,93.68,4.1,86,Fixed,48.2,114,0.265057431526619
1062,Content Writing,Upwork,Expert,Asia,PayPal,279,5297,46.1,99.2,3.58,54,Hourly,24.28,91,0.09551547300381065
1063,Digital Marketing,Freelancer,Intermediate,Middle East,Mobile Banking,253,7765,78.9,88.41,3.61,19,Fixed,30.43,241,0.9391234440406876
1064,Data Entry,Toptal,Beginner,Canada,PayPal,20,3867,57.63,70.89,3.71,25,Fixed,62.4,450,-0.3932849316083182
1065,Web Development,Toptal,Intermediate,Europe,PayPal,79,1120,66.51,71.07,4.24,67,Hourly,43.78,486,-1.3322602543142747
1066,Data Entry,Upwork,Expert,Asia,PayPal,110,4650,36.05,86.88,3.67,53,Hourly,25.12,199,-0.12564107369832037
1067,Data Entry,Upwork,Beginner,Australia,Mobile Banking,140,8356,20.33,61.94,4.47,75,Fixed,77.71,206,1.14113815671605
1068,App Development,Upwork,Expert,Middle East,Bank Transfer,78,9681,6.25,55.52,3.81,48,Fixed,60.06,116,1.5940476225279874
1069,App Development,Freelancer,Intermediate,UK,Bank Transfer,258,1044,83.02,67.73,3.14,42,Fixed,77.0,218,-1.358238457636318
1070,App Development,Toptal,Beginner,Europe,Mobile Banking,22,4368,65.48,64.36,4.57,47,Fixed,39.9,304,-0.22203388076169123
1071,SEO,Fiverr,Beginner,Canada,Bank Transfer,47,4781,26.79,64.82,3.57,42,Hourly,43.26,242,-0.0808628548142722
1072,Customer Support,Fiverr,Beginner,Asia,Crypto,54,6118,44.75,61.68,3.87,2,Fixed,72.86,291,0.37614843257483005
1073,Data Entry,Toptal,Beginner,Australia,Bank Transfer,7,7720,81.14,52.1,4.37,6,Fixed,46.75,463,0.9237416131263199
1074,SEO,Toptal,Intermediate,USA,Crypto,236,4817,56.18,50.89,3.66,46,Fixed,59.51,281,-0.06855739008277804
1075,Content Writing,Toptal,Beginner,Australia,Crypto,223,1007,33.52,99.39,3.11,66,Hourly,27.65,300,-1.3708857408325759
1076,App Development,Toptal,Expert,Australia,Crypto,63,8337,30.38,71.39,3.75,81,Fixed,41.27,316,1.1346436058855391
1077,Content Writing,Freelancer,Beginner,Middle East,Mobile Banking,288,2204,25.67,69.22,4.89,40,Fixed,18.64,171,-0.9617290385103953
1078,App Development,Fiverr,Intermediate,Middle East,Bank Transfer,68,681,83.25,83.98,4.28,58,Hourly,24.42,387,-1.4823185603455507
1079,Graphic Design,PeoplePerHour,Beginner,Asia,Bank Transfer,74,9943,60.28,60.91,4.34,78,Hourly,10.07,75,1.6836040602960838
1080,SEO,Fiverr,Intermediate,Asia,Mobile Banking,146,6095,72.37,97.5,4.26,74,Fixed,12.75,208,0.36828660788526435
1081,SEO,Fiverr,Intermediate,Canada,Mobile Banking,206,747,86.71,89.32,3.4,33,Fixed,78.41,313,-1.4597585416711447
1082,Customer Support,Upwork,Expert,Asia,Bank Transfer,211,81,98.75,54.47,3.84,62,Fixed,26.96,104,-1.6874096392037865
1083,Web Development,Toptal,Beginner,Canada,Mobile Banking,225,6259,28.7,70.88,4.5,12,Hourly,56.43,491,0.4243448361065155
1084,Digital Marketing,Toptal,Beginner,Middle East,Mobile Banking,250,4924,22.19,93.96,3.2,49,Hourly,68.74,25,-0.031982814353059316
1085,Data Entry,Toptal,Beginner,Middle East,Crypto,85,5612,48.89,97.24,3.56,88,Fixed,48.55,350,0.2031882894043845
1086,Web Development,Upwork,Expert,UK,Mobile Banking,255,8790,8.33,73.37,3.55,78,Fixed,20.72,78,1.2894873704235073
1087,SEO,Freelancer,Expert,UK,Crypto,55,2298,80.21,80.67,3.86,5,Fixed,60.97,499,-0.929598102822605
1088,Web Development,Freelancer,Intermediate,Europe,PayPal,289,6242,88.96,58.35,4.96,51,Hourly,52.02,481,0.41853392220553215
1089,Graphic Design,PeoplePerHour,Intermediate,Middle East,Crypto,208,9945,70.17,99.56,3.14,69,Fixed,61.19,127,1.6842876972256113
1090,Digital Marketing,Freelancer,Intermediate,USA,Crypto,29,6456,30.46,61.58,4.04,32,Fixed,63.88,412,0.4916830736649696
1091,Customer Support,Freelancer,Expert,UK,Mobile Banking,45,1206,16.7,97.14,3.36,49,Hourly,78.28,136,-1.3028638663445944
1092,SEO,Toptal,Expert,Canada,Bank Transfer,73,8585,41.3,82.48,4.94,60,Fixed,50.15,333,1.2194145851469433
1093,SEO,Fiverr,Expert,Australia,PayPal,8,5345,84.17,80.39,3.23,46,Hourly,33.91,35,0.11192275931246952
1094,Data Entry,Freelancer,Intermediate,Asia,PayPal,244,6204,38.04,75.63,3.81,68,Hourly,55.39,387,0.4055448205445106
1095,Customer Support,Freelancer,Expert,Asia,PayPal,35,2298,8.25,61.53,4.48,41,Fixed,14.79,58,-0.929598102822605
1096,Customer Support,Upwork,Intermediate,Europe,Bank Transfer,121,9186,31.06,58.83,4.41,81,Hourly,72.82,229,1.4248474824699429
1097,App Development,PeoplePerHour,Intermediate,UK,PayPal,199,3335,99.04,61.02,3.85,67,Hourly,18.36,420,-0.5751323548626207
1098,Digital Marketing,Upwork,Beginner,Australia,PayPal,94,9572,69.28,59.32,3.69,13,Fixed,32.95,123,1.5567894098687414
1099,Graphic Design,Toptal,Beginner,Australia,Bank Transfer,182,2053,90.58,88.98,3.8,18,Hourly,67.1,87,-1.013343626689718
1100,Content Writing,Fiverr,Beginner,UK,PayPal,149,3665,78.61,67.51,3.53,87,Hourly,51.81,336,-0.4623322614905909
1101,Web Development,PeoplePerHour,Intermediate,USA,Mobile Banking,206,3722,56.27,52.89,3.41,51,Fixed,37.55,140,-0.44284860899905854
1102,Customer Support,Upwork,Beginner,USA,Mobile Banking,207,7508,19.13,98.46,3.97,36,Fixed,43.14,403,0.8512760985964098
1103,Data Entry,Freelancer,Beginner,Europe,Crypto,28,2205,38.12,94.19,3.54,81,Fixed,69.82,272,-0.9613872200456316
1104,SEO,Freelancer,Beginner,USA,Crypto,109,3529,60.46,96.39,3.57,34,Fixed,33.8,50,-0.5088195726984577
1105,Content Writing,PeoplePerHour,Expert,Europe,Crypto,279,101,87.71,99.75,4.31,12,Fixed,70.88,474,-1.680573269908512
1106,Graphic Design,Freelancer,Intermediate,Canada,Mobile Banking,64,2209,30.52,58.69,4.94,5,Hourly,16.17,54,-0.9600199461865767
1107,Digital Marketing,Upwork,Beginner,UK,Mobile Banking,19,4440,16.52,69.81,4.21,48,Hourly,64.38,416,-0.19742295129870294
1108,Customer Support,Upwork,Expert,Australia,Mobile Banking,89,3701,58.09,87.91,3.15,40,Hourly,69.33,404,-0.4500267967590968
1109,Web Development,Freelancer,Expert,Europe,Crypto,201,7406,21.77,84.8,3.15,13,Hourly,22.73,336,0.8164106151905097
1110,Customer Support,Freelancer,Expert,Asia,Crypto,239,2162,62.98,57.69,4.9,26,Hourly,40.12,149,-0.9760854140304718
1111,Data Entry,Toptal,Beginner,USA,Crypto,267,5815,30.03,90.79,3.59,14,Fixed,21.58,152,0.27257743775142096
1112,Customer Support,Fiverr,Expert,Asia,Crypto,10,1404,26.94,61.22,3.18,11,Fixed,59.46,450,-1.2351838103213764
1113,Customer Support,PeoplePerHour,Intermediate,Europe,Crypto,293,5670,42.92,61.19,4.2,38,Fixed,47.47,218,0.22301376036068063
1114,Customer Support,Upwork,Expert,Middle East,Crypto,62,3804,61.35,76.85,4.25,80,Fixed,54.47,218,-0.41481949488843295
1115,SEO,PeoplePerHour,Expert,Europe,Mobile Banking,149,259,56.81,79.65,4.3,57,Hourly,23.75,365,-1.6265659524758433
1116,SEO,Toptal,Expert,USA,Bank Transfer,46,6282,28.25,79.0,3.53,22,Fixed,24.82,395,0.4322066607960812
1117,Content Writing,Upwork,Expert,Middle East,Bank Transfer,204,7896,89.66,54.57,3.03,16,Fixed,12.9,398,0.9839016629247357
1118,Content Writing,Toptal,Intermediate,Middle East,Crypto,178,6221,15.44,93.87,4.93,77,Hourly,32.54,485,0.4113557344454939
1119,Web Development,Toptal,Beginner,USA,Bank Transfer,99,287,8.75,63.28,3.5,76,Hourly,49.18,467,-1.616995035462459
1120,Digital Marketing,Freelancer,Intermediate,Middle East,Bank Transfer,221,8577,62.26,56.48,4.35,82,Fixed,70.06,341,1.2166800374288333
1121,Graphic Design,PeoplePerHour,Intermediate,UK,Mobile Banking,115,8125,16.72,94.44,4.41,29,Hourly,56.68,257,1.0621780913556291
1122,App Development,PeoplePerHour,Beginner,Australia,Crypto,184,1626,52.96,97.78,4.22,82,Hourly,40.48,387,-1.1593001111438292
1123,Digital Marketing,Freelancer,Expert,Asia,Crypto,167,8741,95.42,93.11,3.63,2,Fixed,76.72,44,1.2727382656500845
1124,Digital Marketing,PeoplePerHour,Beginner,UK,Bank Transfer,123,9806,71.37,90.48,3.54,54,Hourly,60.35,268,1.6367749306234534
1125,Digital Marketing,Freelancer,Beginner,UK,Crypto,232,9032,63.66,82.76,4.2,2,Fixed,75.11,310,1.372207438896329
1126,App Development,Upwork,Intermediate,USA,Crypto,149,3590,59.61,77.54,4.73,3,Hourly,46.93,159,-0.4879686463478704
1127,Web Development,Toptal,Beginner,USA,Crypto,146,9377,22.06,54.35,4.89,56,Hourly,28.12,277,1.4901348092398146
1128,App Development,Toptal,Expert,Asia,Crypto,126,7307,46.1,70.42,3.21,72,Hourly,13.7,344,0.7825705871789008
1129,Web Development,PeoplePerHour,Intermediate,Australia,Bank Transfer,289,199,37.54,68.63,3.31,11,Hourly,60.83,474,-1.6470750603616668
1130,App Development,Fiverr,Expert,Europe,PayPal,230,1674,95.54,62.99,4.89,76,Fixed,18.49,54,-1.1428928248351704
1131,Graphic Design,Toptal,Intermediate,UK,Bank Transfer,261,7711,28.02,86.17,4.47,32,Hourly,31.19,144,0.9206652469434463
1132,Customer Support,Freelancer,Expert,Middle East,Mobile Banking,289,2624,49.79,74.79,4.77,4,Fixed,47.27,453,-0.8181652833096302
1133,Digital Marketing,Fiverr,Beginner,Australia,PayPal,169,4478,94.12,54.05,3.41,9,Fixed,49.51,234,-0.1844338496376813
1134,Customer Support,Fiverr,Beginner,UK,PayPal,225,7579,79.97,61.01,4.18,88,Hourly,52.04,178,0.8755452095946344
1135,Web Development,Toptal,Beginner,Europe,PayPal,73,4319,96.63,84.16,4.4,56,Hourly,21.64,207,-0.23878298553511382
1136,App Development,Toptal,Expert,Middle East,Bank Transfer,228,7819,62.79,53.81,4.36,16,Fixed,36.58,135,0.9575816411379288
1137,Graphic Design,Toptal,Intermediate,UK,Mobile Banking,128,2158,36.71,92.56,3.82,81,Hourly,53.2,444,-0.9774526878895267
1138,App Development,Freelancer,Intermediate,Canada,Bank Transfer,16,3997,83.53,74.76,3.03,86,Hourly,77.89,352,-0.34884853118903375
1139,Customer Support,Fiverr,Intermediate,Asia,Mobile Banking,56,7949,32.69,74.03,4.17,71,Fixed,60.93,393,1.0020180415572133
