id,nama,propinsi,kab,jenis,kelas,status_blu,kepemilikan,total_tempat_tidur,total_layanan,total_tenaga_kerja
3471380,RS Siloam Yogyakarta,Yogyakarta,Kota Yogyakarta,Rumah Sakit Umum,C,Non BLU/BLUD,Perusahaan,103,62,243
3401058,RS Umum Queen Latifa,Yogyakarta,Kulon Progo,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,50,32,21
3471074,RSPAU Dr.  Suhardi Harjolukito,Yogyakarta,Bantul,Rumah Sakit Umum,B,Non BLU/BLUD,TNI AU,285,104,54
3404045,RS Queen Latifa,Yogyakarta,Sleman,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,100,51,153
3404180,RS Ibu Anak Arvita Bunda,Yogyakarta,Sleman,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Organisasi Sosial,25,14,25
3526011,RS Umum Daerah Syarifah Ambami Rato Ebu,Jawa Timur,Bangkalan,Rumah Sakit Umum,B,BLUD,Pemkab,372,57,1101
3518045,RS Umum Bhayangkara Tk. III Nganjuk,Jawa Timur,Nganjuk,Rumah Sakit Umum,C,BLU,POLRI,166,40,327
3521014,RS Umum Widodo,Jawa Timur,Ngawi,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,172,27,487
3528026,RS Ibu dan Anak Mukti Husada,Jawa Timur,Pamekasan,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Perusahaan,32,25,6
3510010,RS Umum Daerah Blambangan,Jawa Timur,Banyuwangi,Rumah Sakit Umum,B,BLUD,Pemkab,240,118,711
3578261,RS Ibu dan Anak IBI Surabaya,Jawa Timur,Kota Surabaya,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Organisasi Sosial,31,13,87
3504056,RS Umum Era Medika ,Jawa Timur,Tulungagung,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,100,30,163
3513026,RS Umum  Wonolangan,Jawa Timur,Probolinggo,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,105,32,123
3524047,RS Muhammadiyah Babat,Jawa Timur,Lamongan,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,65,33,148
3505054,RS Umum An-Nisaa,Jawa Timur,Blitar,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,59,69,96
3507104,RS Prima Husada,Jawa Timur,Malang,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,133,39,412
3525104,RS Ibu dan Anak Khodijah,Jawa Timur,Gresik,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Perusahaan,34,16,27
3524073,RS Nahdlatul Ulama Babat,Jawa Timur,Lamongan,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,59,23,
3515096,RS Umum Delta Surya,Jawa Timur,Sidoarjo,Rumah Sakit Umum,C,Non BLU/BLUD,Perusahaan,150,49,472
3578769,RS Ibu dan Anak Kendangsari Merr,Jawa Timur,Kota Surabaya,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,30,20,143
3514054,RS Sahabat,Jawa Timur,Pasuruan,Rumah Sakit Umum,D,Non BLU/BLUD,Perorangan,85,20,84
3520016,RS Ibu dan Anak Melati Magetan,Jawa Timur,Magetan,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,25,17,44
3501016,RS Umum Daerah  dr. Darsono,Jawa Timur,Pacitan,Rumah Sakit Umum,C,BLUD,Pemkab,314,68,380
3513067,RS Umum Daerah Tongas ,Jawa Timur,Probolinggo,Rumah Sakit Umum,C,BLUD,Pemkab,100,26,261
3578768,RS Ibu dan Anak Lombok Dua Dua Lontar,Jawa Timur,Kota Surabaya,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Perusahaan,28,16,83
3515132,RS Umum Rahman Rahim,Jawa Timur,Sidoarjo,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,91,25,295
3509136,RS Umum Citra Husada Jember,Jawa Timur,Jember,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,125,34,287
3504081,RS Umum Prima Medika,Jawa Timur,Tulungagung,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,60,28,113
3506066,RS Umum Daerah Simpang Lima Gumul Kediri,Jawa Timur,Kediri,Rumah Sakit Umum,C,Non BLU/BLUD,Pemkab,237,50,455
3522014,RS Umum Daerah Dr. R. Sosodoro Djatikoesoemo,Jawa Timur,Bojonegoro,Rumah Sakit Umum,B,BLUD,Pemkab,500,86,635
3515127,RS Umum Assakinah Medika,Jawa Timur,Sidoarjo,Rumah Sakit Umum,D,Non BLU/BLUD,Perusahaan,29,13,52
3521028,RS Umum Daerah Mantingan,Jawa Timur,Ngawi,Rumah Sakit Umum,D,BLUD,Pemkab,53,22,
3506036,RS Umum Amelia,Jawa Timur,Kediri,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,93,30,203
3577085,RS Umum Daerah Kota Madiun,Jawa Timur,Kota Madiun,Rumah Sakit Umum,C,BLUD,Pemkot,194,33,411
3516033,RS Islam Arofah,Jawa Timur,Mojokerto,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,50,20,61
3528025,RS Umum Asyifa Husada Pamekasan,Jawa Timur,Pamekasan,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,51,13,68
3524052,RS Umum Daerah Karangkembang,Jawa Timur,Lamongan,Rumah Sakit Umum,D,BLUD,Pemkab,57,27,
3509021,RS Perkebunan PTPN X (Persero) Jember,Jawa Timur,Jember,Rumah Sakit Umum,C,Non BLU/BLUD,BUMN,167,48,359
3578100,RS Umum Adi Husada Kapasari,Jawa Timur,Kota Surabaya,Rumah Sakit Umum,C,Non BLU/BLUD,Organisasi Sosial,103,72,341
3578793,RS PKU Muhammadiyah Surabaya,Jawa Timur,Kota Surabaya,Rumah Sakit Umum,D,Non BLU/BLUD,Organisasi Islam ,50,22,129
3579004,RS Punten,Jawa Timur,Kota Batu,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,56,28,63
3527013,RS Nindhita,Jawa Timur,Sampang,Rumah Sakit Umum,D,Non BLU/BLUD,Perorangan,82,26,23
3514071,RS Hermina Pasuruan,Jawa Timur,Pasuruan,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,100,38,
3571042,RS Baptis Kediri,Jawa Timur,Kota Kediri,Rumah Sakit Umum,B,Non BLU/BLUD,Organisasi Protestan,201,98,635
3571148,RS Ibu dan Anak Melinda,Jawa Timur,Kota Kediri,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,31,19,46
3578781,RS Umum Royal Surabaya ,Jawa Timur,Kota Surabaya,Rumah Sakit Umum,B,Non BLU/BLUD,SWASTA/LAINNYA,200,32,265
3578810,RS Ubaya,Jawa Timur,Kota Surabaya,Rumah Sakit Umum,B,Non BLU/BLUD,Perusahaan,200,50,
3573277,RS Ibu dan Anak Mitra Mulia,Jawa Timur,Kota Malang,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Perorangan,41,11,
3513013,RS Umum Daerah Waluyo Jati Kraksaan,Jawa Timur,Probolinggo,Rumah Sakit Umum,B,BLUD,Pemkab,250,33,586
3578603,RS Gotong Royong,Jawa Timur,Kota Surabaya,Rumah Sakit Umum,C,Non BLU/BLUD,Organisasi Sosial,138,42,323
3525091,RS Umum Wali Songo I,Jawa Timur,Gresik,Rumah Sakit Umum,D,Non BLU/BLUD,Perusahaan,60,33,74
3578794,RS Ibu dan Anak Pusura Tegalsari,Jawa Timur,Kota Surabaya,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,25,17,22
3514059,RS Prima Husada,Jawa Timur,Pasuruan,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,158,43,78
3507204,RS Umum Islam Gondang Legi,Jawa Timur,Malang,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,100,38,425
3579002,RS Umum dr. Etty Asharto Batu,Jawa Timur,Kota Batu,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,54,25,89
3528029,RS Umum Kusuma Hospital,Jawa Timur,Pamekasan,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,69,21,32
3517076,RS Umum Islam Jombang,Jawa Timur,Jombang,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,66,63,261
3571145,RS Ibu dan Anak Citra Keluarga,Jawa Timur,Kota Kediri,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,33,14,22
3504045,RS Umum Islam Orpeha,Jawa Timur,Tulungagung,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,100,39,141
3577026,RS Umum Santa Clara,Jawa Timur,Kota Madiun,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,109,50,90
3515123,RS Umum Usada ,Jawa Timur,Sidoarjo,Rumah Sakit Umum,D,Non BLU/BLUD,Perusahaan,50,14,76
3512050,RS Ibu dan Anak Karinda Husada ,Jawa Timur,Situbondo,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,35,12,
3524020,RS Islam Nashrul Ummah,Jawa Timur,Lamongan,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,135,32,362
3573250,RS Ibu dan Anak Puri Bunda,Jawa Timur,Kota Malang,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,63,32,259
3517025,RS Airlangga Jombang,Jawa Timur,Jombang,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,57,26,83
3515140,RS Arafah Anwar Medika Sukodono,Jawa Timur,Sidoarjo,Rumah Sakit Umum,D,Non BLU/BLUD,Perusahaan,66,29,111
3506064,RS Ibu dan Anak Permata Hati Pare Kediri,Jawa Timur,Kediri,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,30,14,71
3510109,RS Umum Rahayu Medika,Jawa Timur,Banyuwangi,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,50,15,47
3523056,RS Graha Husada,Jawa Timur,Tuban,Rumah Sakit Umum,D,Non BLU/BLUD,Perusahaan,70,29,
3515158,RS Ibu dan Anak Pondok Jati,Jawa Timur,Sidoarjo,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,31,17,
3528013,RS Umum Daerah Dr. H. Slamet Martodirdjo Pamekasan,Jawa Timur,Pamekasan,Rumah Sakit Umum,B,BLUD,Pemkab,250,45,556
3507096,RS Umum Wava Husada ,Jawa Timur,Malang,Rumah Sakit Umum,B,Non BLU/BLUD,SWASTA/LAINNYA,249,104,1076
3516036,RS Mutiara Hati Mojokerto,Jawa Timur,Mojokerto,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,90,37,68
3521015,RS Umum At-Tin Husada,Jawa Timur,Ngawi,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,160,39,296
3524072,RS Permata Hati Lamongan,Jawa Timur,Lamongan,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,59,24,
3510043,RS Umum Daerah Genteng,Jawa Timur,Banyuwangi,Rumah Sakit Umum,C,BLUD,Pemkab,161,107,428
3578476,RS Al Irsyad Surabaya,Jawa Timur,Kota Surabaya,Rumah Sakit Umum,C,Non BLU/BLUD,Organisasi Sosial,146,73,412
3510104,RS Umum PKU Muhammadiyah Rogojampi,Jawa Timur,Banyuwangi,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,72,20,77
3519026,RS Paru Manguharjo Madiun,Jawa Timur,Kota Madiun,Rumah Sakit Khusus Paru,C,BLUD,Pemprop,47,67,152
3521027,RS Umum Daerah Geneng,Jawa Timur,Ngawi,Rumah Sakit Umum,D,Non BLU/BLUD,Pemkab,50,19,
3573022,RS Tk. II Dr. Soepraoen,Jawa Timur,Kota Malang,Rumah Sakit Umum,B,BLU,TNI AD,228,56,827
3506059,RS Muhammadiyah Siti Khodijah,Jawa Timur,Kediri,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,100,35,209
3517094,RS Umum Nadhlatul Ulama Jombang,Jawa Timur,Jombang,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,115,25,23
3502158,RS Umum Daerah Bantarangin,Jawa Timur,Ponorogo,Rumah Sakit Umum,D,BLUD,Pemkab,50,21,
3515110,RS Umum Jasem,Jawa Timur,Sidoarjo,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,75,34,84
3502112,RS Umum Aisyiyah Ponorogo,Jawa Timur,Ponorogo,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,185,38,409
3576014,RSUD dr. Wahidin Sudiro Husodo Kota Mojokerto,Jawa Timur,Kota Mojokerto,Rumah Sakit Umum,B,BLUD,Pemkot,202,42,801
3578771,RS Ibu dan Anak Putri Surabaya,Jawa Timur,Kota Surabaya,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,49,21,186
3515134,RS Ibu dan Anak Buah Delima,Jawa Timur,Sidoarjo,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Organisasi Sosial,26,6,25
3524046,RS Umum Intan Medika,Jawa Timur,Lamongan,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,102,34,165
3507116,RS Umum Salsabila Husada,Jawa Timur,Malang,Rumah Sakit Umum,D,Non BLU/BLUD,Perusahaan,50,23,35
3523055,RS Umum Daerah R. Ali Manshur,Jawa Timur,Tuban,Rumah Sakit Umum,D,BLUD,Pemkab,100,26,133
3522036,RS Umum Muhamadiyah Sumberejo,Jawa Timur,Bojonegoro,Rumah Sakit Umum,D,Non BLU/BLUD,Organisasi Islam ,93,29,150
3573249,RS Umum Permata Bunda,Jawa Timur,Kota Malang,Rumah Sakit Umum,D,Non BLU/BLUD,Perusahaan,50,39,169
3507026,RS Jiwa Dr. Radjiman Wediodiningrat Lawang,Jawa Timur,Malang,Rumah Sakit Khusus Jiwa,A,BLU,Kemkes ,456,23,780
3578020,RSPAL dr. Ramelan,Jawa Timur,Kota Surabaya,Rumah Sakit Umum,A,BLU,TNI AL,759,132,1022
3576074,RS Kamar Medika,Jawa Timur,Kota Mojokerto,Rumah Sakit Umum,D,Non BLU/BLUD,Perusahaan,73,27,154
3509043,RS Paru Jember,Jawa Timur,Jember,Rumah Sakit Khusus Paru,B,BLUD,Pemprop,102,44,166
3578122,RS Umum Tk. III Brawijaya,Jawa Timur,Kota Surabaya,Rumah Sakit Umum,C,Non BLU/BLUD,TNI AD,111,52,308
3574068,RS Ibu dan Anak Amanah,Jawa Timur,Kota Probolinggo,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Perusahaan,96,17,108
3515141,RS Umum Bunda,Jawa Timur,Sidoarjo,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,100,24,196
3522064,RS Ibu dan Anak Fatma,Jawa Timur,Bojonegoro,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,71,23,181
3506065,RS Gigi Mulut IIK Bhakti Wiyata,Jawa Timur,Kota Kediri,Rumah Sakit Khusus Gigi dan Mulut,C,Non BLU/BLUD,SWASTA/LAINNYA,13,21,193
3526029,RS Umum Anna Medika Madura,Jawa Timur,Bangkalan,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,75,26,61
3524056,RS Muhammadiyah Kalikapas Lamongan,Jawa Timur,Lamongan,Rumah Sakit Umum,D,Non BLU/BLUD,Organisasi Islam ,49,21,22
3571111,RS Ibu dan Anak Nirmala Kediri,Jawa Timur,Kota Kediri,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,46,15,47
3516037,RS Umum Kartini  ,Jawa Timur,Mojokerto,Rumah Sakit Umum,D,Non BLU/BLUD,Organisasi Sosial,81,16,153
3526031,RS Ibu Dan Anak Hikmah Sawi,Jawa Timur,Bangkalan,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Perorangan,27,20,42
3514025,RS Islam Masyithoh Bangil,Jawa Timur,Pasuruan,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,107,94,181
3578625,RS Gigi dan Mulut FKG Universitas Airlangga,Jawa Timur,Kota Surabaya,Rumah Sakit Khusus Gigi dan Mulut,B,Non BLU/BLUD,Kementerian Lain,16,14,280
3578778,RS National Hospital,Jawa Timur,Kota Surabaya,Rumah Sakit Umum,B,Non BLU/BLUD,SWASTA/LAINNYA,200,96,384
3505041,RS Umum Al-Ittihad,Jawa Timur,Blitar,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,73,29,148
3578812,RS Ibu dan Anak Adi Guna,Jawa Timur,Kota Surabaya,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Perorangan,25,17,
3573226,RS Islam Malang,Jawa Timur,Kota Malang,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,117,116,499
3507085,RS Umum Daerah Lawang ,Jawa Timur,Malang,Rumah Sakit Umum,C,BLUD,Pemkab,116,44,328
3523053,RS Nahdlatul Ulama Tuban,Jawa Timur,Tuban,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,116,56,339
3529026,RS Ibu dan Anak Esto Ebhu,Jawa Timur,Sumenep,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,48,12,44
3504074,RS Ibu dan Anak Amanda,Jawa Timur,Tulungagung,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,32,15,75
3527014,RS Umum Daerah Ketapang,Jawa Timur,Sampang,Rumah Sakit Umum,D,BLUD,Pemkab,85,18,89
3518022,RS Daerah Kertosono,Jawa Timur,Nganjuk,Rumah Sakit Umum,C,BLUD,Pemkab,270,73,402
3573244,RS Ibu dan Anak Puri,Jawa Timur,Kota Malang,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,30,31,83
3525095,RS PKU Muhammadiyah Sekapuk,Jawa Timur,Gresik,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,58,28,126
3506014,RS Umum Daerah Kabupaten Kediri,Jawa Timur,Kediri,Rumah Sakit Umum,B,BLUD,Pemkab,298,99,885
3520041,RS Angkatan Udara dr. Efram Harsana,Jawa Timur,Magetan,Rumah Sakit Umum,C,Non BLU/BLUD,TNI AU,33,43,389
3515125,RS Ibu dan Anak Kirana,Jawa Timur,Sidoarjo,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Perusahaan,26,15,91
3515129,RS Ibu dan Anak Soerya,Jawa Timur,Sidoarjo,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Perusahaan,44,28,92
3526027,RS Umum Lukas,Jawa Timur,Bangkalan,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,56,28,72
3578786,RS Mata Masyarakat Jawa Timur,Jawa Timur,Kota Surabaya,Rumah Sakit Khusus Mata,B,BLUD,Pemprop,32,34,254
3525010,RS Umum Daerah Ibnu Sina Kab. Gresik,Jawa Timur,Gresik,Rumah Sakit Umum,B,BLUD,Pemkab,340,59,863
3506047,RS Umum Muhammadiyah Surya Melati ,Jawa Timur,Kediri,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,59,24,115
3517092,RS Muhammadiyah Jombang,Jawa Timur,Jombang,Rumah Sakit Umum,D,Non BLU/BLUD,Organisasi Islam ,54,29,106
3515144,RS Sheila Medika,Jawa Timur,Sidoarjo,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,72,33,9
3529014,RS Umum Daerah dr. H. Moh. Anwar ,Jawa Timur,Sumenep,Rumah Sakit Umum,C,BLUD,Pemkab,224,125,270
3520014,RS Ibu dan Anak Sekar Wangi,Jawa Timur,Magetan,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,24,13,38
3504078,RS Ibu dan Anak Trisna Medika,Jawa Timur,Tulungagung,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,86,20,81
3524075,RS Mata KMU Lamongan,Jawa Timur,Lamongan,Rumah Sakit Khusus Mata,C,Non BLU/BLUD,Perusahaan,15,8,
3510076,RS Yasmin,Jawa Timur,Banyuwangi,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,100,62,302
3578556,RS Premier Surabaya,Jawa Timur,Kota Surabaya,Rumah Sakit Umum,B,Non BLU/BLUD,SWASTA/LAINNYA,198,114,534
3502146,RS Umum Muslimat Ponorogo,Jawa Timur,Ponorogo,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,103,58,261
3578811,RS Umum Pusat Surabaya,Jawa Timur,Kota Surabaya,Rumah Sakit Umum,A,Non BLU/BLUD,Kemkes ,7,16,
3573055,RS Umum Panti Waluya Sawahan Malang,Jawa Timur,Kota Malang,Rumah Sakit Umum,B,Non BLU/BLUD,SWASTA/LAINNYA,200,94,771
3511012,RS Bhayangkara Bondowoso ,Jawa Timur,Bondowoso,Rumah Sakit Umum,C,BLU,POLRI,134,71,308
3514053,RS Mitra Sehat Medika ,Jawa Timur,Pasuruan,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,97,51,135
3508058,RS Umum Daerah Pasirian Kabupaten Lumajang,Jawa Timur,Lumajang,Rumah Sakit Umum,C,BLUD,Pemkab,100,25,289
3516020,RS Umum Daerah Prof. Dr. Soekandar,Jawa Timur,Mojokerto,Rumah Sakit Umum,B,BLUD,Pemkab,236,38,507
3573243,RS Ibu dan Anak Mardi Waloeja Kauman Malang,Jawa Timur,Kota Malang,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,26,17,92
3510105,RS Umum Bakti Mulia Banyuwangi,Jawa Timur,Banyuwangi,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,55,25,34
3502134,RS Umum Muhammadiyah Ponorogo,Jawa Timur,Ponorogo,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,155,41,335
3576040,RS Reksa Waluya,Jawa Timur,Kota Mojokerto,Rumah Sakit Umum,C,Non BLU/BLUD,Organisasi Sosial,105,88,251
3504069,RS Umum Satiti Prima Husada,Jawa Timur,Tulungagung,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,65,20,90
3522058,RS umum Daerah Padangan,Jawa Timur,Bojonegoro,Rumah Sakit Umum,C,BLUD,Pemkab,146,29,199
3524042,RS Umum Daerah Ngimbang,Jawa Timur,Lamongan,Rumah Sakit Umum,C,Non BLU/BLUD,Pemkab,105,35,400
3529029,RS Umum Sumekar,Jawa Timur,Sumenep,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,108,27,66
3514057,RS Graha Sehat Medika,Jawa Timur,Kota Pasuruan,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,85,24,111
3512051,RS Mata Situbondo,Jawa Timur,Situbondo,Rumah Sakit Khusus Mata,C,Non BLU/BLUD,SWASTA/LAINNYA,15,12,
3507052,RS Umum Daerah Kanjuruhan Kepanjen Kab. Malang,Jawa Timur,Malang,Rumah Sakit Umum,B,BLUD,Pemkab,240,57,659
3578042,RS Katolik St. Vincentius a Paulo,Jawa Timur,Kota Surabaya,Rumah Sakit Umum,B,Non BLU/BLUD,Organisasi Katholik,249,122,1206
3504087,RS Umum Daerah Campurdarat,Jawa Timur,Tulungagung,Rumah Sakit Umum,D,BLUD,Pemkab,116,35,
3515157,RS Umum Daerah Sidoarjo Barat,Jawa Timur,Sidoarjo,Rumah Sakit Umum,C,BLUD,Pemkab,130,28,
3509112,RS Gigi dan Mulut Universitas Jember,Jawa Timur,Jember,Rumah Sakit Khusus Gigi dan Mulut,C,BLU,Kementerian Lain,21,21,112
3578166,RS Soemitro Lanud Moeljono Surabaya,Jawa Timur,Kota Surabaya,Rumah Sakit Umum,D,Non BLU/BLUD,TNI AU,56,32,141
3515138,RS Umum Aisyiyah Siti Fatimah,Jawa Timur,Sidoarjo,Rumah Sakit Umum,D,Non BLU/BLUD,Organisasi Islam ,62,37,188
3528027,RS Umum Daerah Mohammad Noer Pamekasan,Jawa Timur,Pamekasan,Rumah Sakit Umum,C,Non BLU/BLUD,Pemprop,154,42,292
3505043,RS Umum Medika Utama,Jawa Timur,Blitar,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,101,31,104
3572010,RS Umum Daerah Mardi Waluyo,Jawa Timur,Kota Blitar,Rumah Sakit Umum,B,BLUD,Pemkot,206,47,720
3573251,RS Ibu dan Anak Mardi Waloeja Rampal Malang,Jawa Timur,Kota Malang,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,25,15,65
3572072,RS Ibu dan Anak Tanjungsari,Jawa Timur,Kota Blitar,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,29,14,48
3515015,RS Umum Daerah R. T. Notopuro Sidoarjo,Jawa Timur,Sidoarjo,Rumah Sakit Umum,A,BLUD,Pemkab,700,82,1771
3578742,RS Islam Darus Syifa,Jawa Timur,Kota Surabaya,Rumah Sakit Umum,C,Non BLU/BLUD,Organisasi Sosial,145,57,311
3519024,RS Umum Daerah Dolopo,Jawa Timur,Madiun,Rumah Sakit Umum,C,BLUD,Pemkab,215,29,320
3515131,RS Umum Citra Medika,Jawa Timur,Sidoarjo,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,100,71,259
3501019,RS Umum Medical Mandiri Pacitan,Jawa Timur,Pacitan,Rumah Sakit Umum,D,Non BLU/BLUD,Perusahaan,66,28,107
3507241,RS Umum Islam Madinah Kasembon,Jawa Timur,Malang,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,54,30,140
3517087,RS Unipdu Medika Jombang,Jawa Timur,Jombang,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,51,17,98
3578322,RS Umum Daerah Husada Prima,Jawa Timur,Kota Surabaya,Rumah Sakit Umum,C,BLUD,Pemprop,108,34,208
3515136,RS Mata Fatma,Jawa Timur,Sidoarjo,Rumah Sakit Khusus Mata,C,Non BLU/BLUD,SWASTA/LAINNYA,15,23,96
3579005,RS Ibu dan Anak Haji,Jawa Timur,Kota Batu,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,36,17,90
3574080,RS Umum Daerah Ar Rozy,Jawa Timur,Kota Probolinggo,Rumah Sakit Umum,C,Non BLU/BLUD,Pemkab,106,35,
3519023,RS Umum Daerah Caruban,Jawa Timur,Madiun,Rumah Sakit Umum,C,BLUD,Pemkab,219,45,621
3507100,RS Siti Miriam,Jawa Timur,Malang,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,50,28,99
